,Unnamed: 0,tweet,class_multi,class_binary
216,216,mal sem sedaj poslu te levičar misli da jim fali kar nekaj koles v njihov bučahg raje na zrak,1,1
217,217,državn organ moraj poskrb za dostoj življ umetn umetnik znanst znanstvenik intelek intelek saj je od njih v kar največ meri odvisn prihod naše družb zahtev člani razvpit forum 75 komi akademik jaz pa zahtev,0,0
218,218,v idealn svetu bi imeli vsi pol nižje davke ampak to je večlet pot od točke a do točke b to da se sposob in premož sloven vrnej ni ovira ampak pomoč na tej poti potrebuj le eno normal vlado,0,0
219,219,tudi jaz ne razum v čem je težav držav ne komun le preko uradn lista,0,0
220,220,ne gre več zgolj za pogovar temveč konkret za podelit mandat jj in s tem legit vseh finanč afer in sovražnos takšn koalir z afd bi bilo v nemčij nezasl,1,1
221,221,imunitet ni absolut podelj se pa še to kva pa vem zdej na pamet govor ampak za hm čaki grem pogled,0,0
222,222,to se prvi da je vse res če tako skačet v luft bo že držal zgodov rdeča marjet nam pravi drugač,0,0
223,223,tadey pozdrav takoj ko dobim info od organizator ga objav na naši spletn stran smo uredil poseb zavihek covid19 kjer dobit vse infor o stanj dogodk prestav in odpoved dogodk hvala,0,0
224,224,no jst delam v trgov tako daj je skušnjav obupn pa čokol imamo zej nastav da jo lahko jemo in ta teden sta imeli dve sodelav r d in obe spečet b o ž a n s k o baklav,0,0
225,225,cepec provokator trikr zakrič ubi janšu množi ga ignor polic je takoj zraven vse se direkt snema za potreb mađrsk sranje24t ti pa živi še naprej v pravlj,1,1
226,226,baje levičar štrajk ker jih sloven mavrič komunis samo z mehki poriv,1,1
227,227,posled množič indokt šolstv z offic je ta da se večin zadev sedaj pošil kot docx namest da bi se uporab manj nevar in vsem dosegl pdf ali kaj podobn,0,0
228,228,kdo je pa postav trenut in komu je usluž ne spreml pa vpraš lp,0,0
229,229,kocipr pravi da je dr logar žalil sloven simbol to je poslan potem pa odšel sloven simbol kocipr bi dejal da dr logar tam niti ne bi smel biti se mu je pa zdelo prav da zadev pojasn da ne bo potem spet tako kot je bilo z velik in malim krogc,0,0
230,230,jaz na desni vidim samo velik ljudi ki so priprav marsikaj požre in potrp za sloven,0,0
231,231,temu je bil portal namenj ja konfuz si in oplet začel sva s trubar prišl do tega da se vsak ukvarj s svoji delom zdaj pa že o portal neko travm furaš o kater tule ne govor ker tole je brezvez o avstr kanal le čevlj sodi naj kopitar,1,1
232,232,minist za kmetij je v uradn listu rs objav zadnj razpis za mlade prevzemnik kmetij v progr obdobj 20142020 na razpolag je 14 4 mio eur,0,0
233,233,relig dela kultur je bila vse po 170 letih krščan oblas je rim propadel,0,0
234,234,tov gantar eno hipotetič vpraš na nasled volitvah močno zmaga desni sloven se pridruž višegraj skupin kaj bi ti nared v tem primer,0,0
235,235,obstaj dva probl z njim in njegov voliln bazo v svoji politič karier je sodel z mnogi talent ljudm s kater se je na koncu vedno razšel mrkaič ekono virant adminis sta dva ki mi pridet na misel pa recim,0,0
236,236,to levičar ustrez poglej kakšn pički so v strank levic in sd,1,1
237,237,ko so eni učer razmi kero bi karanteniz sloven skup zapel po moje bi takoj germ nacion karakter ven useku mazziniz,0,0
238,238,v letu 2020 bi se lahko že navad da zgodov dejstv nimaj veze z realnos ki jo rišem iz tviteras kleti,0,0
239,239,po naših informacijah je ponudb za nakup planet tv oddal madžar televiz hiša tv2 njen lastnik je jzsef vida eden od ključn oligar iz poslov omrež madžar vladaj strank fidesz,0,0
240,240,po mojem se tudi šivilj bliža konec če ne prej pri nasled volitvah,0,0
241,241,naj drugič prever kako potek te reči in če že naj okreg staln predstav rs pri eu če mu pisma niso dostav ne da se znaša nad komisar kot užalj gospodič ki ne prena da se podvo v njegov pošten uboga sloven,1,1
242,242,kaj pa trgi pa kipi in pa komunistič zastav na državn prireditvah,0,0
243,243,poslan se razprav odpov za dobro sloven zdaj pa razlag o ukrep na kitajs in pljuv po odhajaj vladi preobr,0,0
244,244,torej dokažet samo še korup pa klienteliz pa ste zmagal ampak dajte počak da bo pande mimo to je moj point,0,0
245,245,čudno da šteti znate šele od sebe naprej kaj pa rezan gum sredi mesta 14 dni nazaj kaj pa prihvatiz izganj pošten ljudi postav mcdon in supermarket na vsak vogal a to ne šteje ko so z ljublj tržni pregn branj je bil teroriz že,1,1
246,246,lpp sporoč od ponedel omejit potni promet,0,0
247,247,porzingis odkrit po druge zapored poraz ta tekma je bila prepros bedna še dobro da bo že takoj na spored nasled gt nba dalvswas mffl dallasmaver mavs maver porzingis kleber marjanović dončić lillar,0,0
248,248,zanim je da dejan fašiz nad narod izvaj sami levičar bodi si preko medij bodi si preko protes njihov parol so vedno bolj fašistič je pa zanim da sami trega ne vidij,1,1
249,249,bolgar je zaprl šole še preden sta bila prva 2 pacien okužen,0,0
250,250,prepros in ne rabiš mnenj kvazi pravnik in tudi virant ne a se virant počas vrača va sceno,1,1
251,251,ukrep so uspešn v vsaki od exyu republik je manj mrtvih na mio prebiv kot v slo strož ukrep kot v slo pa so uvedl le v srbij namest da bi bili ukrep usmerj selekt na žarišč epide s skrbj za ogrož skupin starostnik bolnik 1 2,0,0
252,252,noup mene je tudi odblok in zdaj kroti kazal ki ga nevidn sila vleče v kontrablok,0,0
253,253,pod vodstv borut pahor v strank sd nisem zasled kakšn sovražnos ali razdvaj na kar pod židan ali fajon pa za vsaki vogal,1,1
254,254,eden in edini si ti jj ki zlorbl zgodov ter tvoji ostarel vernik ostal raje gleda kak dan v prihod ti pa si lahko nared vikend pri grobi da boš blizu izdaj domobr,1,1
255,255,pred 30 leti je le malok pomisl da se da na težkih situacijah tudi brezsr bogat danes je takšn mnogo več zato tudi ob prave času zahtev odgovor na prava vpraš hvala evolu,0,0
256,256,kakem komunajzar so vlomil v vikend bajti v beli krajin in sedaj tak alarm ampaj vojsk pa ne to pa ne se jo bojij sloven vojsk se bojij,1,1
257,257,sloven sploščit krivul je še tolik več vreden dosežek ker imamo nizke kapacitet sloven je glede na števil intenz postel na milijon prebiv na dnu evrops lestv,0,0
258,258,first blood je social drama rocky i tudi nasil nima glamur,0,0
259,259,tudi jaz probl so ostal v hiši ki moraj vsak dan v služb in skupn prostor ki se jim ne moreš izogn,0,0
260,260,to ne deluj pri tako majhn popul kot smo mi izvaj in nadzornik so preveč povez če ne tuliš z volk te pač ni,0,0
261,261,dnevi pred dopust so vedno kot da sem dala odpoved predn greš a si to pa uno in tretj samnadopus,0,0
262,262,bravo pravil vpraš vse to valjen nekeg narod preko nas to ni in tudi ni bilo mišlj k nam lahko prid tisti ki izpolnjuj točno določ pogoj uradn in zakonit,0,0
263,263,glede nagrad za najbol buržoaz način prehr sem najprej pomisl zakaj so izpust renes dvore zemon saj tam je vendar dobro za jest potem izvem da se uradn reče pazi pri lojzet a je kaj znan o etimologoj šef je tomaž nč jasno,0,0
264,264,daes je na enem predav poleg mene sedel mamic ki je med predav dojil otrok oooo kako zadovol cmokaj srečn zvoke je spušč otro blagor mu,0,0
265,265,s čričk že tretjič gleda risank kubo in dve strun ki jo zadnj čase večkr predvaj na otu prekras čudovit je,0,0
266,266,berim da se pomir vse kar morat vedet o prihod mesec in letih živetiskoron,0,0
267,267,medij bi se moral na kritik o kontinuit svoj porekl odzva bolj artikul in pojasn ali so upravič užalj ker nimaj totalitar porekl ali so smisel prizad kot figur na šahovn totalitar kontinuitet iz odziv na depeš to ni jasno,1,1
268,268,ampak bil je v prave trenut na prave mestu tudi to je vrlin,0,0
269,269,vsak izgovor je dober čisto vsak btw ni bila fora da so premal kart prodal,0,0
270,270,ne bi rekel da se je nekom zmešal je pa dejstv da ljudj ki živij bodis v levih bodis v desnih politič okvir dostik niso sposob kančk samoreflek in napak vidij zgolj v nasprot opcij,1,1
271,271,na trgu divja tekma kdo bo prej prišel do cepiv najprej se je stavil na male fleksib in inovat farma sedaj analitik v zda menij da so velik tisti ki bodo sposob spelj proizvod le ti sedaj sami povečuj razvoj oddelk kdo od velik,0,0
272,272,niti malo glupat se finan s forin pa še vedno ne dobi dovolj gledal niti med janoš hlapc morda je pa kriva vsebin ne pa keš,1,1
273,273,zdravs ustan bodo danes znova začel izvaj nenujn ambul specialistič dejavnos nekater podjet pa bodo spet zagnal proizvod,0,0
274,274,samo je pa po drugi stran frajer ne ve kako je zabit porkad je takim lepo,1,1
275,275,nadalj tannb usoda neke vasi ii senca vojne ob 21 30 na tv slo2 gt pozim leta 1960 v delu tannb ki je na zahodn stran otroc med igro v gozdu najd strel,0,0
276,276,ne pojem sveze paprik pa ce obsta podatek da bom po tem evre srala,3,1
277,277,potem pa naj bodo vsa glasov v dz tajna tudi in še zlast pri sprej zakonod in proračun tisti ustavn člen nima predvid izjem glede nevezanos poslan na navod,0,0
278,278,uredit meje je v vsaki normal držav plan a,0,0
279,279,angel merkel novinar moraj biti kritič do vlade in vseh politič akterj,0,0
280,280,evo za generator in inkubator,0,0
281,281,protes levih rogovilež se vrst iz dneva v dan izgled da se bo izkaz da sem imel prav ko sem napis da se bodo s stran oblas zgolj opazov kršen zakon le še stopnj to vodi v izključuj izbir ali bodo oni janeza ali bo janez njih,1,1
282,282,tviteras ki ste močni v zajem statistič podatk sprašuj zakaj je metodol potreb da ekipa dr lahovn priprav za surs preracun efekt ukrep pkp,0,0
283,283,pa pri drugi opcij pusti da prodj še ekono pride bolje skozi posebj če ni velik verjetnos da pride do politič probl zarad tega kar malo grozlj,0,0
284,284,kot je zapis ni probl v tem da je tki novinar ceh kritič do probl je v tem ker si nihče iz tega kvazi novinar ceha niti slučaj ne drzne zapis niti enega sameg stavk iz spodnj člank o kakšn politik tranz levic,1,1
285,285,v kapitaliz ni važno od kod priha kapit in kam gre dobi važno je le da se poravn obveznos do držav,0,0
286,286,so v dso ljutomer že odstav in odpelj v pripor direktor tomislav nemca spet bo odgovor ostal samo mrtva črka na papirj,1,1
287,287,s kakšn neumnos se filaš vsako mesto ima dark side ampak to ni slika meste še manj pa držav,0,0
288,288,čeprav je bil tesla srb s tem obvel tudi pregovor izjem ne potrj prav se zdi da so srbi eni najbol zabit narod bivše juge to ni moje mnenj ampak rezult 70 letnih razult res žalost za tako ponos narod,1,1
289,289,a 3 mozol študen ki tvita za 5 centov na tvit 6 če je res žaljiv,1,1
290,290,ki je v resni kradel orožj ko ga je janša zahakl pa mu je porin nož v hrbet in s svoji pajda plasir zgodb da je janša kradel orožj a te zgodb kaj spomin na galet,1,1
291,291,matij tudi če prživ virus vsaj zase misli da približ pravn držav ne bom dočak,1,1
292,292,coronavirus je edini virus na svetu ki bo na čakan poslal športn novinar rtvsl,0,0
293,293,kaj že levuhad vedno privleč ven ko zmanj argum aja to da je bil jj v najstn letih v partij so what kasne je prišel k pamet spozn kakšn zlo je komuniz in izstop probl sloven pa ste tisti ki še kar furat to propad krvav ideolog,1,1
294,294,ob državn praznik dnevu primož trubar utemeljitel sloven knjižn jezik se razvoj sloven jezik s poudar na voja terminolog poklan tudi zadom sloven,0,0
295,295,tokrat med najbol 11 senijad ibričić in matic fink plts,0,0
296,296,kot je že nekdo zapis zakaj za vraga so proti sprem zakonod na medijs področ samo levi odgovor je na dlani medij so njih,1,1
297,297,dober dan marij kako lepo je ko je med skalov zasled rožic čudovit res,0,0
298,298,imamo ampak ne ene same imamo tudi opozi opozi,0,0
299,299,ivanretvit delo pri zagotav zaščit oprem pregled drž reviz komis kpk in računs sodi vsem smo predal zahtev dokum zakon določ da med nadzor postop dokum ne sme,0,0
300,300,upam da ne bodo bolj za make up ampak uporab pa saj veš ključn da ne bodo zbirokratiz da se bo hitro rešev,0,0
301,301,kot prvo to se ne bi zgodil če ne bi ti in vaše skrop od časopis že non stop poniž žalil ter se delal norca iz sds in janez janše tvoja šala je bila samo pika na i kot drugo kaj seješ to žanje kako se boš ti obnaš do ljudi tako se bodo oni do tebe,1,1
302,302,zdaj pa resno ven še dsnes mečej vedno omeni tebe nobenemu majstr ni znano zakaj ti tudi sodelav prav da si bila ena najbol,0,0
303,303,na hrvašk več kot 81 novih okužb s covid19 dva mrtva,0,0
304,304,to nima noben vezekot bi prilep luno in se drla sijaj sijaj sonče ta rajgel je čisto zmešan,1,1
305,305,minister a ste obvest kaj vaš pv meni o genocid v srebr,0,0
306,306,se strinj večin nas sploh točno ne ve kaj tam počn zato je prva stvar ki jo kdo zine plača plače vseh naših eu poslan so pa predvid zelo podobn,0,0
307,307,če je pa rekel nemec da se tepta 30 let okoljs politik kaj zdaj drži,0,0
308,308,ni pri meni je bilo cisto kul ampak tudi vsi vedo da ce bi mi tako presen priprav me ne vidij na zuru ker fuckof,3,1
309,309,povab jo in ji pokaž realn mogoč ne bosta več diamet ko punca sestop iz oblak,1,1
310,310,šipon je ponos prlek tudi naše kleti v vinograd ga imamo največ na treh parcelah ta je pri hiši bliža se petdeset in vsako leto znova nas navdu ker skrbi zanj green natur vineyar jeruzal winerykos winelover wineentus sommelier,0,0
311,311,res je tudi takih je še kar nekaj ne zgolj novinar ki imajo še velik let do upokojit pa jih portir na nacion na glavn vhodu skoraj ne pozna ali jih še ni videl,1,1
312,312,razlo med sekret papirj sekretpap in wcpap je ogrom sekretpap je nadpo,0,0
313,313,aleš ti pa z vsako izjav beri 100 nared sramot samem sebi pa malo še tvoji ljubez janez in sds,1,1
314,314,aja a oni spostuj omejit ja zakaj jim pa že prej niso rekli da naj bojo tam na gmahu jebel cesta,3,1
315,315,kako lepa glasb ma še lepše je pa glasb,0,0
316,316,a sam zadnj čase js mislm da od zmeri zrd pranj mozga skozi gener je opran tok dobr da lastn mišlj sploh več nimaj,1,1
317,317,ni treba iskat splošn razgled zadost,0,0
318,318,in zdaj naj imamo vsi ki delam na domu slabo vest to je res napač pristop kdor lahko naj se giba to je odgovor do sebe in družb namreč dobra kondi tudi mental zmanj pritis na zdravs siste,0,0
319,319,gospa tonin misli da vam vecin v sloven ne bi zamerlilac bi sredi kamni dali mulcu en vzgojn focn,1,1
320,320,delov jja je presenet plebs ker so sami doslej dosled spošt zakon in so bili v stres že če so zamuj s plačil položn well i ve got news for you tale lik je navaj hodit po skrajn robu zakon in še čez zadnj 30 let njemu to ne krati spanc,1,1
321,321,saj vas razum nekaj morat napis da se vidi da še malo brcat,1,1
322,322,pa to ti levak izgled da se ti je popoln utrgal kuba severn korej venezuelas pa ja vaš ponos,1,1
323,323,ja in ker kitaj in podobn ni za verjet bi od who pričak da bodo strok in neodvis,1,1
324,324,ne razum teh ljudi ki trob da lahko samo privatiz reši javni zavod potem bo res od tist ki se ga bo polast nič več progr in nadzor sveta ne sveta delav ne sindik pa naj kupi to propad ustan en bogat komunis kitaj kaj pa pol,0,0
325,325,ne vem ali naj začne vneto brat po netu o ventilator da bom lahko chatal na twitter ali rajši počak na nasled temo p,0,0
326,326,sloven državl lahko odhaj na hrvašk tudi iz turistič razlog sta zagot saj je tudi turiz gospodar dejavn,0,0
327,327,sam še klemenčič najd pa so že skoraj vsi marta pa kar v služb času nastop na sd tv,0,0
328,328,se eurospor vrača v sloven,0,0
329,329,še nisi slišal da tu ni bilo posla šlo je za izmenjav stikov da posli sploh ne bi bili potreb za nekaj torej česar pokvar črna betic verjet res ne more dojet,1,1
330,330,koncn je stopil v cevlj ki ga bodo odpelj na smetis zgodov,1,1
331,331,psihopatolog levičar njihov moč je le v eno malou kolektiviz,1,1
332,332,kacin v sloven hitr virus narašč počasn kot global razmer niso lahke težko je nam vsem epide je prines velik sprem,0,0
333,333,velik vodja je potem ko je drzav na lastn hrbtu prinesel iz jajca se na lastn pest prepol ceno nafte na svetov trgih,0,0
334,334,trump bo s svoji obisk skušal odpre vrata ameri gospodar tudi orožar indust indij ima dovolj velik gospodar ki hitro raste da si lahko privo res velik nakup ne bodo pa si pustil solit pamet glede rusk orožj ki ga bodo še kupov,0,0
