,text,class
709,uss perver,1
710,i do not understand is not the navi gay enough alreadi,1
711,just like milk this ship will be full of seamen,1
712,pathet if i was in the navi when the ship come out i would refus to serv on it this guy was no militari anyth never serv not a key unit state govern person just a local nobodi pathet,0
713,he serv in the navi for year but was forc out with an other than honor discharg should not we be name ship after peopl who receiv an honor discharg at the veri minimum,0
714,uss milk it is a ferri i mean fairi,1
715,is it go to be crew by the villag peopl,0
716,fleet auxiliari general f a g,1
717,so it is a ship that oil up other ship and haul away their effluenc i guess if you have politician this determin to name a ship after a rumprang an oiler is the best option,1
718,i will bet san francisco is water at the mouth to get it there for fleet week,0
719,it will take a tsunami to wash the tast out of san fran s bay,0
720,good to see the conserv hate machin rev up keep it up con you are quick becom irrelev or is this the christlik behavior you are alway talk about,0
721,sorri tighter this is just mean today i have not seen ani evangel here must be tomorrow,0
722,could you translat that into english for the rest of us,0
723,even if you defin your life by a bad habit it is still a bad habit to defin anyon by a sexual procliv dismiss their free will out of hand,1
724,no hatr by usw just do not like liber lamocrat like you mayb you should head down to orlando,0
725,how embarrass for the navi and america liber have gleefulli embrac everi known perver and devianc and are angri that sane peopl refus to accept their sick as normal liber the veri worst among us liber america s greatest enemi,1
726,they are plan to paint it pink with lace around the deck,1
727,i find the pure hate the flow through the keyboard of the fox christian to be far more disgust than anyth harvey milk ever did,0
728,buttsex is a bad habit not a life style,1
729,what is it like live in,0
