tweet,is_offensive
"@USvobode Nimam vpogleda v vse aktivnosti, površinski vtis pa je, da smo morda malo preveč pasivni. A pustimo se pozitivno presenetiti, 😏.",ni sporni govor
"@Komanovmulc Tak verski blaznež, da praznuješ vnebovzetje in veliki šmaren? Kera legenda!💪💪💪",žalitev
"@PublishWall_si @BogdanSajovic @NIJZ_pr Šarec ni več aktualen. Zakaj nabijate? Bomo videli, če boste tako kritični tudi pri nelegitimni janševi vladi!",žalitev
"@jankoslavm @PrinasalkaZlata Saj pravim, da je to vse lepo in prav v normalnih razmerah. Zdaj prihaja do prevelike frekvence in posledično lahko pride do težav. Po pameti z nakupovanjem.",ni sporni govor
Notranji minister Aleš Hojs danes obiskal Metliko ... https://t.co/MXKpIgwx1y,ni sporni govor
"Danes bi moral biti Bergant na razdalji večji kot 2 metra, saj je žlehtnoba kar špricala iz njegovih ust https://t.co/WujokEWT3u",žalitev
"@lojzi1 @gofla8 @Nova24TV @JozeBiscak @NeMaramButlov Pametna, odgovorna, častna, z lastnim mišljenjem, ki pa ga ne vsiljujeta, kot počno mnogi, ampak ga ponujata kot izhodišče za civilizirano, konstruktivno debato.
Oddaja, ki je ne bi smel nihče prezreti!",ni sporni govor
@ZavodnikJure @KingKob53313520 @strankalevica Absolutno. Ampak mi imamo 25.000 + nevladnih organizacij. Tistih kul je morda 10 procentov (prostovoljni gasilci &amp; co. naprimer),žalitev
"❗️Jutri ekskluzivno za Radio Gaga❗️

Šef parlamentarne preiskovalne komisije ob sumu korupcije z maskami- Bozo

https://t.co/Oms1SfSSpJ",ni sporni govor
"@strankalevica Kdaj boste svoje ""bicikliste"" spametovali?
Tudi oni so groznja za raznasanje virusa!",žalitev
Toliko okuženih nismo imeli od meseca aprila! Odkod prihajajo okuženi https://t.co/Z7RJrgDLJA,ni sporni govor
@JakaDolinar2 @strankaSLS Počakajte malo.. Zaenkrat smo solidarni in strpni🇸🇮,ni sporni govor
"Nihče od Modrijanov nima ata, ki bi bil vrhovni tožilec in mame, ki bi bila tesna sodelavka ljubljanskega župana.
Kapiš, nje, nje?! https://t.co/DRYtGsn1ke",ni sporni govor
"@BozicKristjan @DKosterca @Jo_AnnaOfArt @JozeBiscak Še en bedak, ki bi celo zgodovino prilagodil komunistični diktaturi. In potem bi bili radi taki osli demokrati, nikoli in nikdar krvavi Kristijan, rojen v rdeči zvezdi",žalitev
"@FSJ444 @silikalusi @Jan_Skoberne Dobro no, nehaj kozle streljati, ker Tita ni nihče izvolil. Povrhu smo zaradi njega največ izgubili prav Slovenci in največ pridobili Hrvati. Jaz se resno sprašujem, kaj je njemu slabega morala narediti slovenska veja družine.",žalitev
"SDS: Tole bi radi!
Pravniki: To je v nasprotju z zakonom. 
SDS: Briga nas! Klin'c gleda zakone!

SDS (čez pet minut): Problem so levičarski anarhisti, ker ne spoštjujejo zakonov!

Človek se nehote počuti, kot da je v zaprtem oddelku.",žalitev
Neubranljivo. S takšnim Ramosom bo Real težko zaustaviti. ⬇️⚽️⬇️ #SergioRamos #Ramos #RealMadrid #Laliga    https://t.co/5dpFSlqFRb,ni sporni govor
@VaneGosnik A niti unih €3 mesečno niso sposobni nabrat pri svojih pristaših? 🤡 #zajedalci,žalitev
"@JackssonJoe @PreglArjan Hvala za vprašanje. Poznam veliko igric. Si prebral moj tvit, katerega si komentiral? Bilo je VPRAŠANJE. Zanimivo, da te vprašanje lahko prizadene. Preprost odkrit odgovor bi bil čisto dovolj.",ni sporni govor
"@BorutPahor Mehkužec, preberi si! #ni_moj_predsednik https://t.co/R0UW47uHlX",žalitev
"@ZigaTurk Hvala doktorju, da je to povedal. Vlada vlada, nekaj pa čemimo ob Čivkanju. Hvala za to!",ni sporni govor
@PusnikFerdinand @scdtwister @vinkovasle1 @strankaSD odličen zagovor ga. Barbare ZOBEC vrhovne sodnice RS! 🌿,ni sporni govor
Razkrita vsebina koalicijske pogodbe: Za blaginjo Slovenije  https://t.co/S050VSMCfb https://t.co/JTRSgPDOJy,ni sporni govor
"@VaneGosnik Razpoloviti je potrebno RTV prispevek in naročiti lastniku POP Tv, da naj disciplinira novinarje na tej televiziji; saj so le ti prav tako študirali na FDV; so namreč prežeti s komunističnimi idejami, torej kar naprej lagati, še bo že kaj prijelo.",žalitev
Kako lahko razveselite svojo najdražjo? Sodelujte v nagradnem kvizu in morda jo boste lahko presenetili s praktičnim darilom! #T2nagradnaigra #danžena https://t.co/eqH0ZOBAhS https://t.co/cZfQN8ESEn,ni sporni govor
"Vabljeni že čez nekaj minut k spremljanju oddaje EkstraVisor na prvem programu @RTV_Slovenija. V oddaji, ki bo obravnavala ranljivost države na področju samooskrbe s hrano, bo sodeloval tudi predsednik Slovenske kmečke zveze pri @strankaSLS Rok Sedminek

https://t.co/Grsgulad3v",ni sporni govor
Iskrena izpoved iz pasjega zavetišča: Do zadnjega dne bom vaš varuh https://t.co/pJfLbgTRGl https://t.co/RJgYDatCO3,ni sporni govor
"@bostios @vanfranco @meteoriterain Boštjan Pirc ali se ne sramujes svojih besed,ker če se jih ne se vprašaj po svoji vesti,če jo sploh imaš 🤮🤮🤮🤮🤮",žalitev
Google objavil podatke o spremenjeni mobilnosti zaradi COVID-19 epidemije. Med slovenskimi kraji so kar opazne razlike https://t.co/z8sfieV5G1,ni sporni govor
"@reform_si @AlojzKovsca Res je! Na tem področju pa, s svetlobno leto prednosti pred vsemi ostali mediji, vodi @Nova24TV ... 😅",ni sporni govor
"@Jo_AnnaOfArt @DKopse @IJoveva Sem mislil, da je slovenska poslanka v EU in ne ''jeseniska'' oz. Drzav juzno od Kolpe.",žalitev
"Tako se pri nas za oblast bori @strankaSD
Lajajo in rencijo, ubistvu pa ves čas sejejo 😉 https://t.co/VzgPRhNO8v",žalitev
@GPreac @BrankoGrims1 Razlika je med poznavanjem zgodovine in pa obremenjavnjem z zgodovino.,ni sporni govor
"@MatevzNovak @PSlajnar @edvardkadic Velika večina bomo, nekateri ne bodo, žal.",ni sporni govor
"Še enega slavljenca imamo danes med nekdanjimi košarkarji našega kluba! 🐉

Alen Omić, vse najboljše! 🎂 #ZmajevoSrce https://t.co/vufXCrzM8V",ni sporni govor
"@multikultivator @sasjerko Ni dobrega razloga, da ne bi vsak dan opozarjali. Do končnega cilja.",ni sporni govor
"@sarecmarjan @007_delic Butl, zakaj si se pa spustil v projekt manjšinjske vlade? Zaradi lastnega ega? Zradi tega, ker si strice poslušal? Samo bonbončke si delil, nisi naredil pa čisto nič za razvoj Slovenije, enako kot Miro! Pejt rajš nazaj med gasilce pa v cerkev berilo brat! 👍",žalitev
"Kaj prinaša ne ukinitev dopolnilnega zavarovanja. Po sedanjem trendu zviševanj bi po ocenah ZZZS naslednje leto plačevali 40 evrov. Če bo kriza, pa še več. Za to so krivi poslanci SMC, Desusa, SDS, NSi, SAB in SNS. https://t.co/WEP7n7ZVLn",ni sporni govor
"@Plavalka @KatarinaDbr @urosg77 Pingo-pisofkejk: z desnico primeš slamico 1 cm nad ""ošiljeno"" stranjo , z levo roko držiš sok, sredinec levice prisloniš proti luknji za slamico (od zadaj) in slamico naravnost navzdol potisneš v za to pripravljen nastavek.
voila😎
(že v OŠ sem bila faca, ker sem znala)",ni sporni govor
"@Val202 Od petzvezdicnega hotela na Obali, v katerem bo unovčil bon, sta ga ločili dobri dve uri vožnje z avtobusom. Prvič v življenju bo prenocil zdoma. Vijuganje po črnokalskih ovinkih je zajetno telo ne najbolj fit petdesetletnika neprestano metalo iz težišca, 1/2",ni sporni govor
"@ToneCricket Posledice Mesca in Mescizma bodo  ""rajanje""po ulicah z odrezanimi glavami belcev, kristjanov in vseh tistih, ki sedaj poljubljajo njihove noge in poklekajo v čast Floyda.",žalitev
"Ko si hvaležen:
- da še imaš drva za tri večere,
- da brezposeln in prijavljen na ZRSZ,
- brez nadomestila,
- brez “socialke”,
- da kljub “niste bili izbrani za to delavno mesto, 
- da imaš dovolj “koc” (odej), da se oviješ vanje,
- itd.,
še vrjameš vase in na “sončne dni.” https://t.co/kvKWyZzAJX",ni sporni govor
"@Matej_Klaric Spet bluziš? Ti in tvoji nehvaležni ilegalci, še legalni delavci v Sloveniji niso nek moralni zgled.",žalitev
@romanapasaric @Jo_AnnaOfArt po izrazu sodeč..kot da bi gledal slike iz lanskih počitnic na morju..😘,ni sporni govor
"@VozelIgor @JJansaSDS @PES_PSE Ampak tole mahanje z jugoslovanskimi zastavami je pa res od sile. Večina protestnikov je premladih, da bi sploh živela v Jugoslaviji. Kakšne pravljice so jim natrosli njihovi starši in stari starši, ne vem.",žalitev
"@KKCedOL Slaba organizacija.
Clanom mlajsih selekcij, ki so bili povabljeni na ogled tekme, ni bil dovoljen dostop v spodnji del zelenega ringa (pod ograjo).",ni sporni govor
"@Bond00775328617 In kaj na to poreče UDBAŠICA v grobu? #PODEN od PODNA kar se je od LOPOVA, ki je celo DIJAKE POKRADEL že vseskozi pričakovalo! Škoda, ker je prej ZASRAL celotno ZUNANJO POLITIKO vključno z ZLOČINCEM ERDOGANOM in njegovim pajdašenjem z njim! #SKRATKA eden največjih DILETANTOV SLO!",žalitev
"@tomltoml Virusu se je  možno izogniti z izolacijo. Bolezen ni nujno smrtna.  
Pred leftardi se ne moreš izolirati. S svojim masovnim medijskim agitpropom bombardirajo narod in mu perejo možgane.",žalitev
"@Igor_Luksic Prosil bi za vec taksnih aktivnosti in obvescanja javnosti o vladnih nebulozah. Nekateri to trdimo ze od zacetka, a nimamo... ""dometa"".",žalitev
"@Dr_Eclectic Mal prej poslušal, kako nočejo za delavce po državno pomoč. Ugibam, da zato, ker pol si ne smejo dobičkov izplačat.",ni sporni govor
Tudi kraljici Planici bo enkrat krona padla z glave. To ni dobro niti smiselno.,ni sporni govor
Podatki o povprečni teži in starosti za 8.marec? Kaj se je zgodilo z brančem in rožami? 🍋 https://t.co/KnRcgcxPnJ,ni sporni govor
"@p2035e @toomazh @Medeja_7 @IgorZavrsnik Nivo komunikacije pa vedno prilagodim sogovorniku, tako, da me razumete tudi levuharski oligofreni.",žalitev
"@MihaMarkic Dokler ne padeš s kolesa ali te pobere nepozoren voznik nič. Na cesti je za to verjetnost majhna, na kavču pa točno enaka nič.",ni sporni govor
Te cifre morate pogledati. Vrag je odnesel šalo. To norijo je treba končati. https://t.co/cYDkw2BEQf,ni sporni govor
@Slikar123 Ne. Je vprašanje o tem ali je zadeba sistemska ali sporadična. Po moje je to najbolj pomembno vprašanje v tej zgodbi.,ni sporni govor
"Skupina na FB ""Corona - največja prevara stoletja"" je imela dva dni nazaj 500 lajkov, danes ima že jurja. Dezinformacije se širijo hitreje kot virus. Ljudje bodo umrli zaradi tega, ki sicer ne bi. Sodno preganjati!",žalitev
@SafetAlibeg @Chuppacadabra V Italiji 40% ljudi ne upošteva karantene. Vojska bo na ulicah. Kaj pa naj? https://t.co/sjkxi82fBg,ni sporni govor
"@MitjaIrsic Zakaj pa ti na sliki protestirajo pa ne vem, vem pa jih saj tretina nima kaj prida delovne dobe, majo pa stanovanje od države. Jaz kot tak pri stanovanju po Jazbinšku nisem imel srece, je bilo pred nakupom decianolizirano, pa moral od začetka gradit, pa nisem nikoli protestiral",žalitev
@Darko_Bulat @PreglArjan @dvojnik @Medeja_7 @SPusnar @had Lej lohk me maš za butla nerazgledanega in zaslepljenega. Ampak brati pa znam. Tudi razumem prebrano. Imam osnovnošolsko spričevalo. Slovenski jezik 4.,nespodobni govor
"@Delo Če bi minister pravočasno ustrezno ukrepal in se ne bi pridružil tistim, ki so histerizirali, da panike pa res ne potrebujemo, bi imeli precej manj okuženih, manj zadreg in, ne nazadnje, ne bi zapirali celih klinik v karanteno. Kajneda, g. Šabeder? 🤧😷😨 Zdaj nas pa glava boli.",žalitev
"@strahan_tone @vladaRS @strankaSD @StrankaLMS @strankalevica @StrankaSAB Vi ste skoraj prepričan v to kar pišete. Zanimivo, ampak zelo zaskrbljujoče.
Tudi, če sam ne maram Šarca, to pa ne pomeni, da ga krivim za to. Če bi vi razmišljal z lastno glavo, bi sam razumel, da to kar pišete je absurdno in neresnično.",žalitev
"Zdravje je naša največja vrednota, kajne? https://t.co/qGYUne3yXl via @portal_os",ni sporni govor
"Tisti kulturnik,ki je odvisen od davkoplacevalskega denarja definitivno ni sposoben za en drek imel je cas karantene , da se dokaze svojo inovativnost , sposobnost,kreativnost ... in kaj so dokazali nic od nicesar samo jamrajo in fehtajo davkoplacevalski denar in to je kulturnik?",žalitev
"Mit o nedostopnosti gora se je razblinil, zato previdnost in prava oprema za varno pot v gore ne bosta odveč https://t.co/X1gXeusWMA",ni sporni govor
"BERNIE ECCLESTONE: VERSTAPPEN je postal dolgočasen, VETTEL je podcenjen #f1slo #f1si https://t.co/Sf833uBH4I https://t.co/1sV7Q54uCg",žalitev
📢Do pol milijona evrov subvencije je mogoče dobiti za uvajanje novih izdelkov v lesarstvu 🪵https://t.co/sF8zv3WAT8,ni sporni govor
[IUS News] V katerih zadevah so roki tekli tudi v času epidemije ... v katerem predpisu je podlaga za skrajšanje sodnih počitnic ... tretji protikoronski paket ukrepov ... nadaljnja uporaba ukrepov po zakonu o nalezljivih boleznih .... #iusinfo &gt;https://t.co/iWeNBtYW5L https://t.co/DxzRd0Bj5r,ni sporni govor
"Pet novinark @InfoTVSLO ves čas tvita anti @vladaRS, anti @BorutPahor, anti slovensko in imajo skrajna levo politična mnenja ter nesramne komentarje. Kako lahko te osebe vodijo ključne informative oddaje nacionalnega medija? Zadnji mesec je vsak dan huje! #dovolj @ManicaAmbrozic https://t.co/W6vJdPpcKg",žalitev
"In ta parazit na davkoplačevalskem denarju se posmehuje podjetniku! Še en dokaz več, da imajo levaki zgolj slamo v glavi. https://t.co/3jVDot22zo",žalitev
"Čile: Več kot 100.000 ljudi zahtevalo konec nasilja nad ženskami, https://t.co/afqWS4XZWl V Mehiki je po ocenah vsak dan ubitih 10 žensk. Džizs. In potem se eni/e ven mečejo z razpravo o neenakosti ali neenakopravnosti žensk.",žalitev
@Pertinacal @Darko_Bulat Ne!Jedel je čokoladne banane polnjene z alkoholom!Casalli style!😎,ni sporni govor
"@magGoranSarac No ja, onemu debeluharju zadaj v rdeči majci malo hoje ne škodi...",žalitev
"@JasaLorencic @PrvaLigaSi Saj drugače ni moglo biti...ob 20.00 je bil na  @PlanetTV Milijonar, ob 21.00 pa Gorski čuvaj. Neke prioritete pa morajo biti 😕",ni sporni govor
"@PBohinc @joza_z In ja, če bi meni kdo ponudil, da dobavljam maske in ventilatorje za državne rezerve, namesto da bi država kupovala direktno pri izvoru, bi rekel hvala lepa. Ker moj obraz je v poslu vreden več od možnosti suma koruptivnih dejanj. OK?",ni sporni govor
"@drfilomena Koko pa to zgleda, koko mu popravi položaj rok? Al ma skype kej novega, pa ne vem?",ni sporni govor
"Počivalšek tule zadane vse prave note. Razen zadnje, ki jo pozabi odigrati. Koalicijsko zavezo o izogibanju ideološkim temam gladko ignorira. 

Protip: vitje rok ne bo pomagalo. SDS bo non-stop testirala, do kam lahko gre. It's what they do. Ceno bodo plačale ostale stranke. https://t.co/pEBF1qwm7B",ni sporni govor
"No zdej pa že cajt da se tale Dorothi  Bratuskova zbudi in pride iz Oza nazaj v Kanzas.

Butn skala cez zid, vi đast  id tajm naslednje volitve ne bo več vodela DZ in ona bi delala vlado https://t.co/vmxqn9vLF0",žalitev
"@vecer @JJansaSDS @VPrebilic @lobnikar @UrosEsih @ZanaVertacnik Od kdaj je pa Lobnikar strokovnjak ? Prebilič, strokovnjak ?",ni sporni govor
"@kirka4850 @vinkovasle1 mal sem sedaj poslušal te levičarje,mislim,da jim fali kar nekaj koles v njihovih bučah
grem raje na zrak",žalitev
"""Državni organi morajo poskrbeti za dostojno življenje umetnic &amp; umetnikov, znanstvenic &amp; znanstvenikov, intelektualk &amp; intelektualcev, saj je od njih v kar največji meri odvisna prihodnost naše družbe!""
zahtevajo člani razvpitega ""Foruma 75 komi akademikov"".

Jaz pa zahtevam...",ni sporni govor
"V idealnem svetu bi imeli vsi pol nižje davke. Ampak, to je večletna pot - od točke A do točke B. To, da se sposobni in premožni Slovenci vrnejo ni ovira, ampak pomoč na tej poti. Potrebujemo le eno normalno vlado.",ni sporni govor
@DrPogacnik @JureBregar @milan_brglez Tudi jaz ne razumem v čem je težava. Država ne komunicira le preko Uradnega lista.,ni sporni govor
@indijanec Ne gre več zgolj za pogovarjanje temveč konkretno za podelitev mandata JJ in s tem legitimacijo vseh finančnih afer in sovražnosti. Takšno koaliranje z Afd bi bilo v Nemčiji nezaslišano,žalitev
"@AnaKaluzaa @MatjazLicer imuniteta ni absolutna, podeljuje se, pa še to kva pa vem, zdej na pamet govorim, ampak za , hm, ...čaki grem pogledat",ni sporni govor
"@AndrejaKatic To se prvi da je vse res če tako skačete v luft ! Bo že držalo.
Zgodovina rdeča marjetica nam pravi drugače.",ni sporni govor
@g0gY87 Tadey pozdravljen. Takoj ko dobimo info od organizatorja ga objavimo. Na naši spletni strani smo uredili poseben zavihek COVID-19 kjer dobite vse informacije o stanju dogodkov (prestavljeno in odpovedani dogodki). Hvala,ni sporni govor
"@magrateja @NinaGray_ no, jst delamo v trgovini, tako daj je skušnjava obupna. Pa čokolado imamo zej nastavljeno, da jo lahko jemo. In ta teden sta imeli dve sodelavki r.d in obe spečeta B. O. Ž. A. N. S. K. O. baklavo.",ni sporni govor
"@ziviinzivi @jankoslavm @policija_si Cepec. Provokator trikrat zakriči ""UBI JANŠU"", množica ga ignorira, policija je takoj zraven. Vse se direktno snema za potrebe mađrske sranje24tv. Ti pa živi še naprej v pravljici.",žalitev
"@JakaDolinar2 @ToneCricket @EdoHabe Baje levičarke štrajkajo, ker jih slovenski mavrični komunisti samo z mehkimi porivajo.🤷‍♂️",žalitev
"Posledica množične indoktrinacije šolstva z Officom je ta, da se večina zadev sedaj pošilja kot .docx, namesto da bi se uporabil manj nevaren in vsem dosegljiv PDF ali kaj podobnega.",ni sporni govor
"@MarkoKoprivc Kdo je pa postavil trenutnega in komu je uslužen? Ne spremljam, pa vprašam... lp",ni sporni govor
"Kociprova pravi, da je dr. Logar žalil slovenske simbole, to je poslance, potem pa odšel. Slovenskemu simbolu Kociprovi bi  dejal, da dr. Logar tam niti ne bi smel biti, se mu je pa zdelo prav, da zadevo pojasni, da ne bo potem spet tako kot je bilo z velikimi in malimi krogci!",ni sporni govor
"@rokomavh @2pir_a @Alexander_SLO @scdtwister @Fitzroy1985 @ZigaTurk jaz na desni vidim samo veliko ljudi, ki so pripravljeni marsikaj požreti in potrpeti za Slovenijo",ni sporni govor
"@dimitrisega temu je bil portal namenjen, ja. 
konfuzen si in opletaš. začela sva s trubarjem, prišla do tega da se vsak ukvarjha s svojim delom, zdaj pa že o portalu... neko travmo furaš, o kateri tule ne govoriš, ker tole je brezveze....
o avstrijskih kanalih: le čevlje sodi naj kopitar",žalitev
"Ministrstvo za kmetijstvo je v Uradnem listu RS objavilo zadnji razpis za mlade prevzemnike kmetij v programskem obdobju 2014-2020. Na razpolago je 14,4 MIO EUR! https://t.co/tKDKygchJK",ni sporni govor
"@Jernejp4A Religija dela kulturo, je bila vse. Po 170 letih krščanske oblasti je Rim propadel.",ni sporni govor
