,title,text,label,succ,meta,user,mentions,prev
86,German lawmakers approve 'no means no' rape law after Cologne assaults,Feel the bern,0,"Bernie can feel himself, thank you.",German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,GoReaganGo,@Sooreborn,"And this is the vaunted ""European Society"" America's liberals want us to emulate?"
87,German lawmakers approve 'no means no' rape law after Cologne assaults,"Bernie can feel himself, thank you.",0,doesn't remember where it is..,German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,michaelmousediscus,@GoReaganGo,hot high speed lead is an international language
88,German lawmakers approve 'no means no' rape law after Cologne assaults,doesn't remember where it is..,0,"It's not a religion. It's a cult of hate, death and destruction.",German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,TWashington1960,@michaelmousediscus @GoReaganGoBernie,"Bernie can feel himself, thank you."
89,German lawmakers approve 'no means no' rape law after Cologne assaults,"""On Thursday, a local court in Cologne handed down the first conviction for a sexual offense on New Year's Eve. A 21-year-old Iraqi man was convicted of sexual assault and given a one-year suspended sentence. A 26-year-old Algerian man was convicted of abetting a sexual assault and attempted assault, and given the same sentence."" That is some aggressive sentencing there, I am absolutely certain that will deter such behavior from them in the future.",0,"This would be a very reasonable sentence if it had one caveat, namely, boiling these subhuman scumbags in pig blood.",German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,46and2,,
90,German lawmakers approve 'no means no' rape law after Cologne assaults,"This would be a very reasonable sentence if it had one caveat, namely, boiling these subhuman scumbags in pig blood.",1,???,German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,GoReaganGo,@46and2,"""On Thursday, a local court in Cologne handed down the first conviction for a sexual offense on New Year's Eve. A 21-year-old Iraqi man was convicted of sexual assault and given a one-year suspended sentence. A 26-year-old Algerian man was convicted of abetting a sexual assault and attempted assault, and given the same sentence."" That is some aggressive sentencing there, I am absolutely certain that will deter such behavior from them in the future."
91,German lawmakers approve 'no means no' rape law after Cologne assaults,It's about time! Good lord!,0,,German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,thinkforyourself46,,
92,German lawmakers approve 'no means no' rape law after Cologne assaults,"Instead of passing these silly laws, just get rid of the sand knee grows",1,???,German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,GoReaganGo,,
93,German lawmakers approve 'no means no' rape law after Cologne assaults,???,0,we need to dig him up,German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,jalanopi,@GoReaganGo,hot high speed lead is an international language
94,German lawmakers approve 'no means no' rape law after Cologne assaults,we need to dig him up,0,,German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,GoReaganGo,@jalanopi,???
95,German lawmakers approve 'no means no' rape law after Cologne assaults,Merkel let these slugs in for the sake of 'humanity' with zero vetting. How about protecting your own citizens for a change?,0,Merkel is a human failure in every sense.,German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,LordLayton,,
96,German lawmakers approve 'no means no' rape law after Cologne assaults,Merkel is a human failure in every sense.,0,,German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,46and2,@LordLayton,Merkel let these slugs in for the sake of 'humanity' with zero vetting. How about protecting your own citizens for a change?
97,German lawmakers approve 'no means no' rape law after Cologne assaults,"In the US, gun control is not the answer...BLACK control is the ANSWER.",1,Too things I hate the most. Hoplophobes and Racists.,German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,gilshuttlecok,,
98,German lawmakers approve 'no means no' rape law after Cologne assaults,Too things I hate the most. Hoplophobes and Racists.,0,"""Too?"". Better add grammar checkers to your list.",German lawmakers passed a bill Thursday that will make it easier for victims of sex crimes to file criminal complaints if they rejected their attacker's advances with a clear no.,AlexanderHamilton76,@gilshuttlecok,if u have a job...do it right. they are in demand now and we don't need blackasses acting like monkeys. GIT ur ACT TOGETHER.
